assetid,assetname
TKMB2011031X,华为 畅享9(二手机/全网通4G/3GB+32GB/DUB-AL20/颜色随机)
TKMB201103JT,A73(二手机/全网通4G/4GB+32GB/OPPO A73/颜色随机) Pcs
TKMB201103LA,红米5 Plus（二手机/全网通4G/3GB+32GB/REDMI 5 PLUS/颜色随机）
TKMB201104PX,A5(二手机/移动全网通版/3GB+32GB/PBBT30/颜色随机)
TKMB201103LP,Y67L(二手机/移动定制全网通版/4G+32G/颜色随机)
TKMB201103NR,小米10 至尊纪念版(全网通双模5G/8GB+128GB/M2007J1SC/颜色随机)
TKMB201103YA,R9tm(二手机/移动全网通4G/4GB+64GB/颜色随机)
TKMB201103MW,A7X(二手机/移动全网通4G/4GB+128GB/PBBT00/颜色随机)
TKMB201103MP,S7(全网通双模5G/8GB+128GB/V2020A/颜色随机)
TKMB2011040N,Reno4 Pro (全网通5G/8+128GB/PDNM00/颜色随机 )
TKMB2011040T,Y93(二手机/移动全网通4G/4GB+64GB/V1818CT/颜色随机)
TKMB20110130,Redmi K30 Pro(二手机/全网通5G/6GB+128GB/REDMI K30 PRO/颜色随机)
TKMB200901G3,ROG游戏手机2(二手机/全网通4G／8GB+128GB／ASUS_I001DA/颜色随机)
TKMB200901FR,Y85（二手机/移动全网通4G/4GB+64GB/VIVO Y85/颜色随机）
TKMB200901PR,A5(二手机/中国移动4G+版本/4GB+64GB/PBAT00/颜色随机)
TKMB200901FW,Z1(二手机/全网通4G/6GB+64GB/颜色随机)
TKMB200901P9,P30 Pro(全网通4G/8GB+256GB/VOG-AL10/颜色随机)
TKMB2009021F,X21(二手机/全网通4G/6GB+128GB/双卡双待/标准版/颜色随机)
TKMB200901FT,荣耀8X(二手机/移动联通电信4G手机/6GB+64GB/JSN-AL00/颜色随机)
TKMB200901F6,R15t(二手机/移动4G/6GB+128GB/PACT00/颜色随机)
TKMB200901F9,Y93s(二手机/全网通4G/4GB+128GB/V1818CA/颜色随机)
TKMB200901P6,Y7s (全网通4G/6GB+128GB/V1913A/颜色随机)
TKMB200901FG,A57T(二手机/A57T/移动定制版/3GB*32GB）
TKMB201104LL,R9 plus（二手机/全网通4G/4GB+64GB/OPPO R9 PLUSM A/颜色随机）
TKMB201000E2,R11(二手机/全网通4G/4GB+64GB/OPPO R11/双卡双待/颜色随机)
TKMB2011051A,Redmi K30(全网通5G双模/8GB+128GB/颜色随机)
TKMB2011031A,nova 7 SE (全网通5G/ 8GB+128GB/CDY-AN00/颜色随机)
TKMB201200AP,nova 6 SE(全网通4G/8GB+128GB/JNY-AL10/颜色随机)
TKMB201200JJ,A8(全网通4G/6GB+128GB/PDBM00/颜色随机）
TKMB201002PX,Redmi Note8 Pro(全网通4G/6GB+64GB/颜色随机)
TKMB20110078,P40（全网通5G/6GB+128GB/ANA-AN00/颜色随机）
TKMB2012001A,A5(二手机/全网通4G/3GB+64GB/PBBM30/颜色随机)
TKMB201003Y5,X27(全网通4G/8GB+256GB/V1829A/颜色随机)
TKMB201002P3,荣耀X10(全网通5G/6GB+128GB/TEL-AN00a/颜色随机)
TKMB200901PA,荣耀20i（二手机/全网通/6GB+64GB/HRY-AL00TA/颜色随机）
TKMB200901FP,红米Redmi Note7（二手机/全网通4G/4GB+64GB/双卡双待/颜色随机）
TKMB200901F7,Find X（二手机/全网通4G/8GB+128GB/PAFM00/颜色随机）
TKMB200901PW,X20（二手机/4GB+64GB 全网通4G手机 双卡双待 颜色随机）
TKMB200901WW,P40 Pro（全网通5G/8GB+128GB/ELS-AN00/颜色随机）
TKMB201000RR,vivo X23 幻彩版（二手机/移动全网通4G/6GB+128GB/V1816T/颜色随机）
TKMB201000FA,Note3(二手机/全网通4G/6GB+64GB/MI NOTE 3/颜色随机)
TKMB201000EJ,R11S plusT(二手机/移动全网通4G/6G+64G/R11S PLUST/颜色随机)
TKMB201000EP,iQOO(二手机/全网通4G/8GB+128GB/V1824A/颜色随机)
TKMB201000FR,nova 3(二手机/全网通4G/6GB+128GB/PAR-AL00/颜色随机)
TKMB201000EN,小米 MIX2S（二手机/移动联通电信4G/6GB+64GB/颜色随机）
TKMB201000E4,X27(二手机/移动全网通4G/6GB+128GB/V1838T/颜色随机)
TKMB201000FF,R15x（二手机/全网通4G/6G+128G/PBCT10/颜色随机）
TKMB201000T3,nova 7 SE(移动全网通5G/8GB+128GB/CDY-TN00/颜色随机)
TKMB201100P5,荣耀20i（二手机/全网通/6GB+64GB/HRY-AL00TA/颜色随机）
TKMB201000R2,mate 10 pro（二手机/移动联通电信4G/6GB+128GB/BLA-AL00/颜色随机）
TKMB201000E7,荣耀Magic2(二手机/全网通4G/6GB+128GB/TNY-AL00/颜色随机)
TKMB2011003N,小米9（二手机/全网通版4G手机/12GB+256GB/透明尊享/MI 9 TRANSPARENT EDITION/颜色随机）
TKMB201000F3,Mix3（二手机/全网通4G/6GB+128GB/颜色随机）
TKMB201000R7,小米9(二手机/全网通4G/8GB+128GB/MI 9/颜色随机)
TKMB201000F0,P20 Pro(二手机/全网通4G/6GB+256GB/CLT-AL00/颜色随机)
TKMB201000ER,小米8 青春版(二手机/全网通4G/6G+64G/MI 8 LITE/颜色随机)
TKMB200901JT,NEX 3(全网通4G/8GB+128GB/v1924a/无界瀑布屏/颜色随机)
TKMB201001JX,iPad Mini 2 7.9-inch（二手机/系统12.4.5）
TKMB2010029Y,iPad Air 1代 9.7-inch（二手机/系统12.4.4）
TKMB1912022F,SM-J730G (国际版/二手机/3GB+32GB/颜色随机)
TKMB1912022R,SM-J730G (国际版/二手机/3GB+32GB/颜色随机)
TKMB1912022X,SM-J810M (国际版/3GB+32GB/颜色随机)
TKMB191206AW,SM-G965U1 (国际版/6GB+64GB/颜色随机)
TKMB191206AE,SM-G965U1 (国际版/6GB+64GB/颜色随机)
TKMB200901YL,荣耀20(二手机/全网通4G/8GB+128GB/yal-al00/颜色不限)
TKMB200901L7,荣耀20(二手机/全网通4G/8GB+128GB/yal-al00/颜色不限)
TKMB200901Y9,Mate30 Pro(全网通5G/8GB+512GB/lio-an00/颜色随机)
TKMB200901LA,7 pro(全网通4G/6GB+128GB/gm1910/颜色随机)
TKMB200901L9,7 pro(全网通4G/6GB+128GB/gm1910/颜色随机)
TKMB2010033F,Y9s(全网通4G/8GB+128GB/v1945a/颜色随机)
TKMB2010033A,Y9s(全网通4G/8GB+128GB/v1945a/颜色随机)
TKMB2009022M,IQOO Pro(二手机/全网通5G/8GB+128GB/v1916a/双卡双待/颜色随机)
TKMB2010041T,K5(全网通4G/6GB+128G/pcnm00/颜色随机)
TKMB2010041J,K5(全网通4G/6GB+128G/pcnm00/颜色随机)
TKMB2009020N,iPhone SE (A2298) 64GB 白色 移动联通电信4G手机(100012686076)
TKMB2009020M,iPhone SE (A2298) 64GB 白色 移动联通电信4G手机(100012686076)
TKMB200901Y3,小米9 Pro(全网通5G手机/8G+256G/Mi9 Pro 5G/颜色随机)
TKMB201003E2,小米9 Pro(全网通5G手机/8G+256G/Mi9 Pro 5G/颜色随机)
TKMB200901L2,Mate 20(二手机/全网通双4G/6GB+128GB/hma-al00/颜色随机)
TKMB200901L3,Mate 20(二手机/全网通双4G/6GB+128GB/hma-al00/颜色随机)
TKMB200901L8,P30 Pro(二手机/全网通4G/8GB+128GB/vog-al00/颜色随机)
TKMB200901L0,P30 Pro(二手机/全网通4G/8GB+128GB/vog-al00/颜色随机)
TKMB20090233,8(全网通5G/8GB+128GB/IN2010/颜色随机)
TKMB20090231,iQOO Z1x (全网通5G/6GB+128GB/V2012A/颜色不限)
TKMB20090232,iQOO Z1x (全网通5G/6GB+128GB/V2012A/颜色不限)
TKMB20090230,Reno4 (全网通双模5G/8GB+128GB/PDPT00/颜色随机)
TKMB2009022N,Reno4 (全网通双模5G/8GB+128GB/PDPT00/颜色随机)
TKMB2010037F,iPhone 11 (A2223) 64GB 黑色 移动联通电信4G手机 双卡双待(100004770235)
TKMB2009016W,iPhone XS(全网通/64G/颜色随机)
TKMB200901YW,iPhone XS(全网通/64G/颜色随机)
TKMB200901JE,小米10(全网通5G双模/8GB+128GB/Mi 10/颜色随机)
TKMB200901JF,小米10(全网通5G双模/8GB+128GB/Mi 10/颜色随机)
TKMB200901YR,nova 5 Pro(全网通4G/8GB+128GB/sea-al10/颜色不限)
TKMB200901Y8,nova 7 (全网通5G/8GB+128GB/JEF-AN00/颜色随机)
TKMB200901YE,nova 7 (全网通5G/8GB+128GB/JEF-AN00/颜色随机)
TKMB200901Y0,Y93(全网通4G/4G+64G/V1818a/颜色随机)
TKMB200901YX,X30(全网通5G/8GB+128GB/V1938CT/颜色随机)
TKMB200901YJ,X30(全网通5G/8GB+128GB/V1938CT/颜色随机)
TKMB2010030R,Y50( 全网通4G/ 8GB+128GB/V1965A/颜色随机)
TKMB20100307,Y50( 全网通4G/ 8GB+128GB/V1965A/颜色随机)
TKMB2010031J,Y5s (全网通4G/6GB+128GB/V1934A/颜色随机)
TKMB2010031X,Y5s (全网通4G/6GB+128GB/V1934A/颜色随机)
TKMB201002W2,S6(全网通双模5G/8GB+128GB/V1962A/颜色随机)
TKMB201002PN,S6(全网通双模5G/8GB+128GB/V1962A/颜色随机)
TKMB200901JN,NEX 3(全网通4G/8GB+128GB/v1924a/无界瀑布屏/颜色随机)
TKMB200901Y1,Reno 3(全网通5G/8GB+128GB/PDCM00/颜色随机)
TKMB200901Y6,Reno 3(全网通5G/8GB+128GB/PDCM00/颜色随机)
TKMB200901YG,9X (全网通4G/6GB+64GB/HLK-AL00/颜色随机)
TKMB200901JY,Redmi K30(全网通5G双模/8GB+128GB/颜色随机)
TKMB200901JL,Redmi K30(全网通5G双模/8GB+128GB/颜色随机)
TKMB200901Y5,华为畅享10 Plus(全网通双4G/6GB+128GB/STK-AL00/颜色随机)
TKMB200901Y7,华为畅享10 Plus(全网通双4G/6GB+128GB/STK-AL00/颜色随机)
TKMB2009021P,P40 Pro（全网通5G/8GB+128GB/ELS-AN00/颜色随机）
TKMB201002EA,Galaxy S10(SM-G9730/全网通4G手机/8GB+128GB/颜色随机）
TKMB201002AT,Galaxy S10(SM-G9730/全网通4G手机/8GB+128GB/颜色随机）
TKMB200901L6,Y3（全网通4G/4GB+128GB/颜色随机）
TKMB2009022L,IQOO Pro(二手机/全网通5G/8GB+128GB/v1916a/双卡双待/颜色随机)
TKMB201002PG,Find X2(全网通5G/8GB+128GB/PDEM10/颜色不限)
TKMB200901YY,iphone 8(二手机/全网通4G/2GB+64GB/IOS11.3/颜色随机
TKMB2004060P,荣耀20（全网通4G/8GB+128GB/颜色不限）
TKMB201000T4,NEX(二手机/全网通4G/8GB+128GB/VIVO NEX S/颜色随机)
TKMB201000RF,X21i（二手机/移动联通电信4G/6G+128G/颜色随机）
TKMB200900PT,黑鲨游戏手机3(全网通双模5G/8GB+128GB/SHARK KLE-A0/颜色随机)
TKMB20100029,Redmi K30 Pro(全网通5G/8GB+128GB/REDMI K30 PRO ZOOM EDITION/颜色不限)
TKMB201000T1,A9(二手机/移动4G+/6GB+128GB/PCAT10/颜色随机)
TKMB201000T0,ROG游戏手机2(二手机/全网通4G／8GB+128GB／ASUS_I001DA/颜色随机)
TKMB201000G3,荣耀30S(全网通双模5G/8GB+128GB/CDY-AN90/颜色随机)
TKMB201000RA,Reno 3(全网通5G/8GB+128GB/PCLM50/元气版/颜色随机)
TKMB200900Y5,X23(二手机/移动全网通4G版/V1809T/8GB+128GB/颜色随机)
TKMB201000G8,nova 6(全网通4G/8GB+128GB/WLZ-AL10/颜色随机)
TKMB20100028,小米10青春版(全网通5G/6GB+64GB/M2002J9E/颜色不限)
TKMB201000FN,iQOO Neo 855版(二手机/全网通4G/8GB+128GB/V1936AL/颜色随机)
TKMB201000G5,A91(二手机/全网通4G/8GB+128GB/PCPM00/颜色随机)
TKMB201000T2,荣耀20 PRO(二手机/全网通4G/8GB+128GB/YAL-AL10/颜色不限）
TKMB201000GM,nova 7 (全网通5G/8GB+128GB/JEF-AN20/颜色随机)
TKMB2010007F,16th plus(全网通4G/6GB+128GB/16TH PLUS/颜色随机)
TKMB201000G9,X27(全网通4G/8GB+256GB/V1829A/颜色随机)
TKMB201000FX,Z3(二手机/全网通4G/6GB+64GB/V1813BT/颜色随机)
TKMB2010003L,Redmi K30i(全网通双模5G/6GB+128GB/颜色随机)
TKMB201000T6,galaxy s9+(二手机/全网通4G/6GB+128G/SM-G9650/颜色随机)
TKMB2010002A,Reno4(全网通双模5G/8GB+128GB/PDPM00/颜色随机 )
TKMB201000GL,华为 HUAWEI 畅享20 Pro(全网通双模5G/6GB+128GB/DVC-AN20/颜色随机)
TKMB2010003M,荣耀play4T pro(全网通4G/6GB+128GB/AQM-AL10/颜色随机)
TKMB2010003Y,Redmi K30(全网通4G/6GB+128GB/颜色随机)
TKMB2010002P,Galaxy S10+(SM-G9750/全网通4G手机/8GB+128GB/颜色随机）
TKMB201000T5,Reno(二手机/全网通4G/6GB+256GB/PCAT00/颜色随机)
TKMB201000GN,nova 6 SE(全网通4G/8GB+128GB/JNY-AL10/颜色随机)
TKMB20090201,iPhone 11 (A2223) 64GB 黄色 移动联通电信4G手机 双卡双待(100004770251)
TKMB200901NJ,iPhone 11 (A2223) 64GB 黄色 移动联通电信4G手机 双卡双待(100004770251)
TKMB200901NW,iPhone 11 (A2223) 64GB 黄色 移动联通电信4G手机 双卡双待(100004770251)
TKMB200901MF,mate30(全网通4G手机/双卡双待/8G+128G/TAS-AL00/颜色随机)
TKMB20090204,iPhone 11 (A2223) 64GB 黄色 移动联通电信4G手机 双卡双待(100004770251)
TKMB2009020E,iPhone 11 (A2223) 64GB 黄色 移动联通电信4G手机 双卡双待(100004770251)
TKMB20090203,iPhone 11 (A2223) 64GB 黄色 移动联通电信4G手机 双卡双待(100004770251)
TKMB200901NP,iPhone 11 (A2223) 64GB 黄色 移动联通电信4G手机 双卡双待(100004770251)
TKMB20090205,iPhone 11 (A2223) 64GB 黄色 移动联通电信4G手机 双卡双待(100004770251)
TKMB2009020P,iPhone 11 (A2223) 64GB 黄色 移动联通电信4G手机 双卡双待(100004770251)
TKMB200901NR,iPhone 11 (A2223) 64GB 黄色 移动联通电信4G手机 双卡双待(100004770251)
TKMB200901NE,iPhone 11 (A2223) 64GB 黄色 移动联通电信4G手机 双卡双待(100004770251)
TKMB200901NX,iPhone 11 (A2223) 64GB 黄色 移动联通电信4G手机 双卡双待(100004770251)
TKMB200901NY,iPhone 11 (A2223) 64GB 黄色 移动联通电信4G手机 双卡双待(100004770251)
TKMB200901NM,iPhone 11 (A2223) 64GB 黄色 移动联通电信4G手机 双卡双待(100004770251)
TKMB200901MR,mate30(全网通4G手机/双卡双待/8G+128G/TAS-AL00/颜色随机)
TKMB200901MG,mate30(全网通4G手机/双卡双待/8G+128G/TAS-AL00/颜色随机)
TKMB200901ME,mate30(全网通4G手机/双卡双待/8G+128G/TAS-AL00/颜色随机)
TKMB20090206,iPhone 11 (A2223) 64GB 黄色 移动联通电信4G手机 双卡双待(100004770251)
TKMB2009020A,iPhone 11 (A2223) 64GB 黄色 移动联通电信4G手机 双卡双待(100004770251)
TKMB20090207,iPhone 11 (A2223) 64GB 黄色 移动联通电信4G手机 双卡双待(100004770251)
TKMB200901M9,小米10(全网通5G双模/8GB+128GB/Mi 10/颜色随机)
TKMB200901NT,iPhone 11 (A2223) 64GB 黄色 移动联通电信4G手机 双卡双待(100004770251)
TKMB200901NF,iPhone 11 (A2223) 64GB 黄色 移动联通电信4G手机 双卡双待(100004770251)
TKMB20090208,iPhone 11 (A2223) 64GB 黄色 移动联通电信4G手机 双卡双待(100004770251)
TKMB2009020W,iPhone 11 (A2223) 64GB 黄色 移动联通电信4G手机 双卡双待(100004770251)
TKMB200901NN,iPhone 11 (A2223) 64GB 黄色 移动联通电信4G手机 双卡双待(100004770251)
TKMB20090209,iPhone 11 (A2223) 64GB 黄色 移动联通电信4G手机 双卡双待(100004770251)
TKMB200901NA,iPhone 11 (A2223) 64GB 黄色 移动联通电信4G手机 双卡双待(100004770251)
TKMB200901M8,小米10(全网通5G双模/8GB+128GB/Mi 10/颜色随机)
TKMB200901NL,iPhone 11 (A2223) 64GB 黄色 移动联通电信4G手机 双卡双待(100004770251)
TKMB20090202,iPhone 11 (A2223) 64GB 黄色 移动联通电信4G手机 双卡双待(100004770251)
TKMB200901MW,mate30(全网通4G手机/双卡双待/8G+128G/TAS-AL00/颜色随机)
TKMB200901M7,小米10(全网通5G双模/8GB+128GB/Mi 10/颜色随机)
TKMB200901MA,小米10(全网通5G双模/8GB+128GB/Mi 10/颜色随机)
TKMB200901MP,小米10(全网通5G双模/8GB+128GB/Mi 10/颜色随机)
TKMB200901NG,iPhone 11 (A2223) 64GB 黄色 移动联通电信4G手机 双卡双待(100004770251)
TKMB2009020R,iPhone 11 (A2223) 64GB 黄色 移动联通电信4G手机 双卡双待(100004770251)
TKMB20090200,iPhone 11 (A2223) 64GB 黄色 移动联通电信4G手机 双卡双待(100004770251)
TKMB2009024W,ipad air2代  64G/WIFI版/二手/颜色随机
TKMB200901P5,iPad Air 3 2019年新款平板电脑 10.5英寸（64G WLAN版/A12芯片/Retina显示屏/MUUL2CH/A)金色(100002716269)
TKMB2009027W,ipad （2018年款/9.7英寸/32G/二手机）
TKMB2009024P,iPad Pro （二手机/11英寸/2018款(64G/WLAN版）
TKMB2009024A,iPad pro（WiFi/一代2016年款9.7英寸/32G/二手机）
TKMB2009024T,Apple iPad 平板电脑 2019年新款10.2英寸(32G WLAN版/iPadOS系统/Retina显示屏/颜色随机)颜色随机
TKMB200901P4,iPad mini 2019年新款平板电脑 7.9英寸（64G WLAN版/A12芯片/Retina显示屏/MUQW2CH/A)深空灰色(100002716279)
TKMB201001M0,SAMSUNG SM-J260F （2GB+16GB/国际版）自行采购
TKMB201001L7,OPPO OPPO R11ST （2GB+32GB/美版）自行采购
TKMB201001L2,HWAWEI MAR-LX2J (6GB+128GB/欧版)自行采购
TKMB2010022A,HUAWEI TRT-AL00A （2GB+16GB/欧版）自行采购
TKMB20100229,HUAWEI TRT-AL00A （2GB+16GB/欧版）自行采购
TKMB20100228,SAMSUNG SM-T585 （4GB+64GB/美版）自行采购
TKMB20100227,SAMSUNG SM-T585 （4GB+64GB/美版）自行采购
TKMB20100226,SAMSUNG SM-G970N （6GB+128GB/全球版）自行采购
TKMB20100225,SAMSUNG SM-N960U （6GB+128GB/美版）自行采购
TKMB20100224,SAMSUNG SM-N960U （6GB+128GB/美版）自行采购
TKMB20100221,SAMSUNG SM-G610F （3GB+32GB/欧版）自行采购
TKMB20100220,SAMSUNG SM-G610F （3GB+32GB/欧版）自行采购
TKMB2010021N,OPPO OPPO R9M （3GB+32GB/东南亚版）自行采购
TKMB2010021M,OPPO OPPO R9M （3GB+32GB/东南亚版）自行采购
TKMB2010021Y,OPPO CPH1611 （6GB+64GB/美版）自行采购
TKMB2010021J,OPPO OPPO R11S （3GB+32GB/东南亚版）自行采购
TKMB2010021X,OPPO OPPO R11S （3GB+32GB/东南亚版）自行采购
TKMB2010021T,REDMI REDMI S2 （2GB+32GB/美版）自行采购
TKMB2010021F,SAMSUNG SM-A405FN （4GB+64GB/全球版）自行采购
TKMB2010021E,HUAWEI BLA-L29 （4GB+64GB/欧版）自行采购
TKMB2010021R,HUAWEI BLA-L29 （4GB+64GB/欧版）自行采购
TKMB2010021P,OPPO CPH1851 （4GB+64GB/东南亚版）自行采购
TKMB2010021A,SAMSUNG SM-G973N （4GB+128GB/美版）自行采购
TKMB20100219,SAMSUNG SM-G973N （4GB+128GB/美版）自行采购
TKMB20100218,OPPO OPPO R11T （2GB+32GB/欧版）自行采购
TKMB20100217,OPPO OPPO R11T （2GB+32GB/欧版）自行采购
TKMB20100216,SAMSUNG SM-J727T1 （3GB+32GB/美版）自行采购
TKMB20100213,SAMSUNG SM-G930F （4GB+64GB/全球版）自行采购
TKMB20100212,SAMSUNG SM-G975F （8GB+128GB/全球版）自行采购
TKMB20100211,OPPO OPPO R9SK （2GB+16GB/东南亚版）自行采购
TKMB20100210,OPPO OPPO R9SK （2GB+16GB/东南亚版）自行采购
TKMB2010020M,REDMI REDMI 4A （4GB+64GB/印度版）自行采购
TKMB2010020L,OPPO A1601 （3GB+32GB/美版）自行采购
TKMB201001N4,ASUS ASUS_X00ID (3GB+32GB/台版)自行采购
TKMB201001N2,OPPO OPPO R11S PLUST（6GB+64GB/美版）自行采购
TKMB201001N1,OPPO OPPO R11S PLUST（6GB+64GB/美版）自行采购
TKMB201001N0,SAMSUNG SM-T580 （4GB+64GB/美版）自行采购
TKMB201001MN,SAMSUNG SM-T580 （4GB+64GB/美版）自行采购
TKMB201001ML,SAMSUNG SM-A710F （3GB+32GB/欧版）自行采购
TKMB201001MY,SAMSUNG SM-G925S （3GB+32GB/美版）自行采购
TKMB201001MJ,SAMSUNG SM-G925S （3GB+32GB/美版）自行采购
TKMB201001MT,HUAWEI STK-L22 （3GB+32GB/欧版）自行采购
TKMB201001MG,SAMSUNG SM-T530 （4GB+64GB/美版）自行采购
TKMB201001MF,SAMSUNG SM-T530 （4GB+64GB/美版）自行采购
TKMB201001ME,HUAWEI EVA-L09 （4GB+64GB/印度版）自行采购
TKMB201001MR,HUAWEI EVA-L09 （4GB+64GB/印度版）自行采购
TKMB201001MW,HUAWEI MAR-LX2 （6GB+128GB/欧版）自行采购
TKMB201001M9,HUAWEI RNE-L22 （2GB+32GB/东南亚版）自行采购
TKMB201001M8,SAMSUNG SM-G973F （8GB+128GB/全球版）自行采购
TKMB201001M7,SAMSUNG SM-G973F （8GB+128GB/全球版）自行采购
TKMB201001M6,SAMSUNG SM-J810Y （4GB+64GB/美版）自行采购
TKMB201001M4,REDMI REDMI 6 （4GB+64GB/印度版）自行采购
TKMB201001M3,REDMI REDMI 6 （4GB+64GB/印度版）自行采购
TKMB201001M2,NOKIA NOKIA 5.1 PLUS （4GB+64GB/美版）自行采购
TKMB201001M1,NOKIA NOKIA 5.1 PLUS （4GB+64GB/美版）自行采购
TKMB201001LN,SAMSUNG SM-J260F （2GB+16GB/国际版）自行采购
TKMB201001LM,REDMI REDMI NOTE 5A （3GB+32GB/印度版）自行采购
TKMB201001LL,REDMI REDMI NOTE 8T （4GB+64GB/美版）自行采购
TKMB201001LJ,SONY SOV36 （4GB+64GB/日版）自行采购
TKMB201001LX,SONY SOV36 （4GB+64GB/日版）自行采购
TKMB201001LT,REDMI REDMI 6A （3GB+32GB/印度版）自行采购
TKMB201001LG,REDMI REDMI 6A （3GB+32GB/印度版）自行采购
TKMB201001LF,REDMI REDMI NOTE 7 （4GB+64GB/印度版）自行采购
TKMB201001LE,REDMI REDMI NOTE 7 （4GB+64GB/印度版）自行采购
TKMB201001LP,SHARP 706SH （4GB+64GB/美版）自行采购
TKMB201001LA,SHARP 706SH （4GB+64GB/美版）自行采购
TKMB201001LW,SAMSUNG SM-G928S （3GB+32GB/美版）自行采购
TKMB20100223,OPPO OPPO R9S （3GB+32GB/东南亚版）自行采购
TKMB2010021W,OPPO CPH1851 （4GB+64GB/东南亚版）自行采购
TKMB20100215,SAMSUNG SM-J727T1 （3GB+32GB/美版）自行采购
TKMB2010020E,SAMSUNG SM-A705FN （6GB+128GB/全球版）自行采购
TKMB20100207,HUAWEI STK-LX1 （3GB+32GB/欧版）自行采购
TKMB201001NG,ONEPLUSE ONEPLUS A3010 （3GB+128GB/美版）自行采购
TKMB201001N9,HUAWEI RNE-L21 （2GB+32GB/欧版）自行采购
TKMB201001MX,HUAWEI STK-L22 （3GB+32GB/欧版）自行采购
TKMB201001MP,HUAWEI MAR-LX2 （6GB+128GB/欧版）自行采购
TKMB201001LY,REDMI REDMI NOTE 8T （4GB+64GB/美版）自行采购
TKMB201001LR,SAMSUNG SM-G928S （3GB+32GB/美版）自行采购
TKMB201001YM,SAMSUNG SM-G935T （3GB+64GB/美版）自行采购
TKMB20100222,OPPO OPPO R9S （3GB+32GB/东南亚版）自行采购
TKMB2010021L,OPPO CPH1611 （6GB+64GB/美版）自行采购
TKMB2010021G,SAMSUNG SM-A405FN （4GB+64GB/全球版）自行采购
TKMB20100214,SAMSUNG SM-G930F （4GB+64GB/全球版）自行采购
TKMB2010020N,REDMI REDMI 4A （4GB+64GB/印度版）自行采购
TKMB2010020X,SAMSUNG SM-J710K （3GB+16GB/欧版）自行采购
TKMB20100205,SAMSUNG SM-G930A （4GB+64GB/美版）自行采购
TKMB20100201,SONY SOV34 （3GB+64GB/日版）自行采购
TKMB201001NY,SAMSUNG SM-G928F （3GB+32GB/美版）自行采购
TKMB201001N8,HUAWEI RNE-L21 （2GB+32GB/欧版）自行采购
TKMB201001N3,REDMI REDMI 7 （4GB+64GB/印度版）自行采购
TKMB201001MM,SAMSUNG SM-A710F （3GB+32GB/欧版）自行采购
TKMB201001MA,HUAWEI RNE-L22 （2GB+32GB/东南亚版）自行采购
TKMB201001M5,SAMSUNG SM-J810Y （4GB+64GB/美版）自行采购
TKMB2010020Y,SAMSUNG SM-G925F （3GB+32GB/全球版）自行采购
TKMB2010020J,SAMSUNG SM-G925F （3GB+32GB/全球版）自行采购
TKMB2010020T,SAMSUNG SM-J710K （3GB+16GB/欧版）自行采购
TKMB2010020G,SAMSUNG SM-C710F （4GB+32GB/欧版）自行采购
TKMB2010020F,SAMSUNG SM-C710F （4GB+32GB/欧版）自行采购
TKMB2010020R,HUAWEI MAR-LX1A （4GB+64GB/欧版）自行采购
TKMB2010020W,HUAWEI MAR-LX1A （4GB+64GB/欧版）自行采购
TKMB2010020P,SAMSUNG SM-A705F (3GB+32GB/欧版)自行采购
TKMB2010020A,SAMSUNG SM-A705F (3GB+32GB/欧版)自行采购
TKMB20100209,REDMI REDMI 7A （3GB+32GB/印度版）自行采购
TKMB20100208,HUAWEI STK-LX1 （3GB+32GB/欧版）自行采购
